,college,height,name,position,url,weight,3PA,3P%,3P,FGA,FG%,FG,FT%,FTA,FT,G,PTS,labels
1411,Long Island University,6-7,Luther Green,F,/players/g/greenlu01.html,190.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
1412,Louisiana Tech University,6-10,Mike Green,C-F,/players/g/greenmi01.html,200.0,0.1,0.222,0.0,20.1,0.58,11.7,0.7090000000000001,5.8,4.1,52.0,27.4,0
1413,University of Michigan,6-0,Rickey Green,G,/players/g/greenri01.html,170.0,3.8,0.366,1.4,16.8,0.487,8.2,0.7759999999999999,4.4,3.4,60.0,19.7,0
1414,"North Carolina State University, Iona College",6-5,Sean Green,G-F,/players/g/greense01.html,210.0,4.7,0.331,1.6,15.7,0.442,6.9,0.7170000000000001,3.5,2.5,88.0,18.0,1
1415,Duquesne University,6-2,Si Green,G-F,/players/g/greensi01.html,185.0,3.1,0.355,1.2,11.0,0.477,5.2,0.7375,3.8,2.7,103.0,13.9,1
1416,"University of Nevada, Las Vegas",6-9,Sidney Green,F-C,/players/g/greensi02.html,220.0,0.4,0.333,0.1,13.0,0.531,6.9,0.723,4.9,3.6,119.0,17.4,3
1417,Indiana University,6-7,Steve Green,F,/players/g/greenst01.html,220.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
1418,University of Florida,6-0,Taurean Green,G,/players/g/greenta01.html,177.0,4.3,0.389,1.7,7.1,0.401,2.9,0.857,3.7,3.2,111.0,10.6,1
1419,Southern University and A&M College,6-2,Tommie Green,G,/players/g/greento01.html,185.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
1420,University of Detroit Mercy,6-4,Willie Green,G,/players/g/greenwi01.html,200.0,2.8,0.35200000000000004,1.0,11.4,0.461,5.2,0.757,3.8,2.9,124.0,14.3,1
1421,Syracuse University,6-11,Donte Greene,F,/players/g/greendo01.html,226.0,7.5,0.345,2.6,14.9,0.418,6.2,0.7070000000000001,3.8,2.7,35.0,17.7,1
1422,"University of Florida, University of Louisiana at Lafayette",6-4,Orien Greene,G,/players/g/greenor01.html,208.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
1423,University of Maryland,6-5,Jerry Greenspan,F,/players/g/greenje01.html,195.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
1424,"University of California, Los Angeles",6-9,Dave Greenwood,F-C,/players/g/greenda01.html,222.0,0.1,0.28800000000000003,0.0,11.0,0.5429999999999999,6.0,0.7559999999999999,3.4,2.6,118.0,14.6,3
1425,Marshall University,6-2,Hal Greer,G-F,/players/g/greerha01.html,175.0,3.1,0.355,1.2,13.7,0.545,7.5,0.759,5.8,4.4,71.0,19.4,0
1426,Temple University,6-2,Lynn Greer,G,/players/g/greerly01.html,175.0,5.6,0.398,2.2,12.0,0.403,4.8,0.852,4.0,3.4,137.0,15.3,1
1427,University of South Carolina,6-7,Gary Gregor,F-C,/players/g/gregoga01.html,225.0,0.1,0.28800000000000003,0.0,9.6,0.535,5.2,0.679,4.2,2.7,100.0,13.5,3
1428,University of Wisconsin,6-8,Claude Gregory,F,/players/g/gregocl01.html,205.0,0.9,0.333,0.3,13.6,0.44,6.0,0.727,5.4,3.9,110.0,15.9,3
1429,University of Oregon,6-7,John Greig,F,/players/g/greigjo01.html,215.0,0.9,0.333,0.3,8.2,0.495,4.0,0.8190000000000001,3.8,3.1,81.0,11.2,3
1430,La Salle University,6-5,Norm Grekin,F,/players/g/grekino01.html,180.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
1431,University of Kentucky,6-5,Kevin Grevey,G-F,/players/g/greveke01.html,210.0,3.1,0.355,1.2,17.7,0.517,9.2,0.778,4.0,3.1,84.0,21.4,0
1432,California Western Uiversity,6-8,Dennis Grey,C-F,/players/g/greyde01.html,215.0,0.1,0.222,0.0,9.7,0.5455000000000001,5.15,0.6619999999999999,4.05,2.75,93.5,13.4,3
1433,Seton Hall University,6-5,Adrian Griffin,G-F,/players/g/griffad01.html,217.0,0.6,0.278,0.2,8.8,0.506,4.4,0.654,3.7,2.4,123.0,11.5,3
1434,University of Oklahoma,6-10,Blake Griffin,F,/players/g/griffbl01.html,251.0,0.1,0.3,0.0,11.5,0.618,7.1,0.589,7.7,4.5,68.0,18.8,0
1435,Seton Hall University,6-10,Eddie Griffin,F-C,/players/g/griffed01.html,220.0,4.3,0.32,1.4,16.0,0.429,6.9,0.7340000000000001,3.6,2.7,30.0,17.8,0
1436,Idaho State University,6-7,Greg Griffin,F,/players/g/griffgr01.html,190.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
1437,Western Michigan University,6-9,Paul Griffin,F-C,/players/g/griffpa01.html,205.0,0.1,0.28800000000000003,0.0,7.1,0.5670000000000001,4.0,0.657,3.4,2.2,105.0,10.3,2
1438,University of Oklahoma,6-7,Taylor Griffin,F,/players/g/griffta01.html,238.0,0.5,0.22,0.1,4.9,0.468,2.3,0.721,2.6,1.9,129.0,6.6,2
1439,University of Louisville,6-4,Darrell Griffith,G,/players/g/griffda01.html,190.0,3.8,0.366,1.4,14.9,0.523,7.8,0.6970000000000001,4.2,2.9,126.0,18.5,0
1440,University of Dayton,6-5,Chuck Grigsby,G,/players/g/grigsch01.html,190.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
1441,University of Missouri,6-9,Derek Grimm,F,/players/g/grimmde01.html,230.0,2.9,0.418,1.2,5.8,0.486,2.8,0.813,2.7,2.2,117.0,9.0,1
1442,Brown University,6-1,Woody Grimshaw,G,/players/g/grimswo01.html,185.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
1443,Duke University,5-11,Dick Groat,G,/players/g/groatdi01.html,180.0,3.8,0.366,1.4,20.4,0.409,8.3,0.735,8.7,6.4,82.0,23.0,0
1444,"Seattle University, California State University, Long Beach",6-6,Bob Gross,F-G,/players/g/grossbo01.html,200.0,2.4,0.36,0.9,8.6,0.495,4.2,0.826,3.1,2.6,66.0,11.1,1
1445,University of Louisville,6-9,Mike Grosso,C,/players/g/grossmi01.html,230.0,0.0,0.25,0.0,7.4,0.5429999999999999,4.1,0.648,3.5,2.2,102.0,10.5,2
1446,Loyola Marymount University,6-4,Jerry Grote,G,/players/g/groteje01.html,215.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
1447,University of Kentucky,6-7,Alex Groza,C,/players/g/grozaal01.html,218.0,0.0,0.25,0.0,7.4,0.5429999999999999,4.1,0.648,3.5,2.2,102.0,10.5,2
1448,University of North Carolina,6-4,Dick Grubar,G,/players/g/grubadi01.html,184.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
1449,North Carolina State University,6-3,Anthony Grundy,G,/players/g/grundan01.html,180.0,4.1,0.333,1.4,11.3,0.4320000000000001,4.9,0.7090000000000001,3.5,2.5,121.0,13.6,1
1450,University of Tennessee,6-6,Ernie Grunfeld,G-F,/players/g/grunfer01.html,210.0,3.1,0.355,1.2,17.0,0.506,8.6,0.789,6.5,5.1,101.0,22.3,0
1451,George Washington University,6-5,Gene Guarilia,F,/players/g/guarige01.html,220.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
1452,University of Washington,7-2,Petur Gudmundsson,C,/players/g/gudmupe01.html,260.0,0.0,0.25,0.0,5.2,0.511,2.7,0.718,1.9,1.4,81.0,6.7,2
1453,Iona College,6-4,Richie Guerin,G,/players/g/gueriri01.html,195.0,3.8,0.366,1.4,19.3,0.422,8.1,0.711,11.9,8.4,21.0,24.7,0
1454,North Carolina State University,6-10,Tom Gugliotta,F,/players/g/guglito01.html,240.0,4.0,0.408,1.6,10.6,0.476,5.0,0.6679999999999999,3.0,2.0,112.0,13.7,1
1455,University of Minnesota Duluth,6-10,Jay Guidinger,C,/players/g/guidija01.html,255.0,0.0,0.25,0.0,7.4,0.5429999999999999,4.1,0.648,3.5,2.2,102.0,10.5,2
1456,Boston College,6-4,Coulby Gunther,F,/players/g/gunthco01.html,190.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
1457,University of Iowa,6-7,Dave Gunther,F,/players/g/gunthda01.html,190.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
1458,Saint Joseph's University,6-5,Al Guokas,F-G,/players/g/guokaal01.html,200.0,2.4,0.36,0.9,11.6,0.496,5.8,0.7304999999999999,4.15,3.0,108.0,15.1,1
1459,Saint Joseph's University,6-3,Matt Guokas,F,/players/g/guokama01.html,195.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
1460,Saint Joseph's University,6-5,Matt Guokas,G-F,/players/g/guokama02.html,175.0,3.1,0.355,1.2,11.0,0.477,5.2,0.7375,3.8,2.7,103.0,13.9,1
1461,University of California,6-3,Jorge Gutierrez,G,/players/g/gutiejo01.html,191.0,1.9,0.34,0.7,7.4,0.43,3.2,0.737,3.4,2.5,129.0,9.6,1
1462,Indiana University,6-1,A.J. Guyton,G,/players/g/guytoaj01.html,180.0,5.3,0.414,2.2,12.8,0.455,5.8,0.79,3.2,2.5,128.0,16.4,1
1463,Syracuse University,6-9,Rudy Hackett,F,/players/h/hackeru01.html,210.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
1464,Providence College,6-10,Jim Hadnot,C-F,/players/h/hadnoji01.html,235.0,0.1,0.222,0.0,9.7,0.5455000000000001,5.15,0.6619999999999999,4.05,2.75,93.5,13.4,3
1465,"University of Illinois at Urbana-Champaign, University of Evansville",6-3,Scott Haffner,G,/players/h/haffnsc01.html,180.0,6.5,0.431,2.8,10.7,0.475,5.1,0.872,3.0,2.6,116.0,15.0,1
1466,University of Kentucky,6-4,Cliff Hagan,F-G,/players/h/hagancl01.html,210.0,2.4,0.36,0.9,17.3,0.425,7.4,0.7,6.3,4.4,77.0,19.2,0
1467,St. Bonaventure University,6-0,Glenn Hagan,G,/players/h/hagangl01.html,170.0,3.8,0.366,1.4,11.4,0.476,5.4,0.735,3.5,2.6,104.0,13.4,1
1468,Vanderbilt University,6-3,Tom Hagan,G,/players/h/haganto01.html,185.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
1469,North Carolina State University,6-10,Robert Hahn,C,/players/h/hahnro01.html,240.0,0.0,0.25,0.0,7.4,0.5429999999999999,4.1,0.648,3.5,2.2,102.0,10.5,2
1470,Bowling Green State University,6-1,Al Hairston,G,/players/h/hairsal01.html,170.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
1471,New York University,6-7,Happy Hairston,F,/players/h/hairsha01.html,225.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
1472,Michigan State University,6-7,Lindsay Hairston,F-C,/players/h/hairsli01.html,180.0,0.1,0.28800000000000003,0.0,9.6,0.535,5.2,0.679,4.2,2.7,100.0,13.5,3
1473,University of Oregon,6-6,Malik Hairston,G,/players/h/hairsma01.html,220.0,3.1,0.395,1.2,10.4,0.504,5.2,0.643,3.7,2.4,117.0,14.1,1
1474,University of North Carolina,6-6,P.J. Hairston,G-F,/players/h/hairspj02.html,230.0,5.1,0.349,1.8,8.0,0.388,3.1,0.8,2.5,2.0,71.0,10.0,1
1475,University of Tennessee,6-10,Marcus Haislip,F,/players/h/haislma01.html,230.0,1.1,0.373,0.4,5.9,0.53,3.1,0.705,2.5,1.7,89.0,8.4,2
1476,West Texas A&M University,6-9,Chick Halbert,C,/players/h/halbech01.html,225.0,0.0,0.25,0.0,7.4,0.5429999999999999,4.1,0.648,3.5,2.2,102.0,10.5,2
1477,Oregon State University,7-3,Swede Halbrook,C,/players/h/halbrsw01.html,235.0,0.0,0.25,0.0,7.4,0.5429999999999999,4.1,0.648,3.5,2.2,102.0,10.5,2
1478,Santa Clara University,6-1,Bruce Hale,G-F,/players/h/halebr01.html,170.0,3.1,0.355,1.2,11.0,0.477,5.2,0.7375,3.8,2.7,103.0,13.9,1
1479,Utah State University,6-1,Hal Hale,G,/players/h/haleha01.html,180.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
1480,"University of California, Los Angeles",6-10,Jack Haley,C-F,/players/h/haleyja01.html,240.0,0.0,0.222,0.0,2.9,0.425,1.2,0.636,1.9,1.2,86.0,3.7,2
1481,Utah State University,6-5,Shaler Halimon,G-F,/players/h/halimsh01.html,199.0,3.1,0.355,1.2,11.0,0.477,5.2,0.7375,3.8,2.7,103.0,13.9,1
1482,George Washington University,6-8,Mike Hall,F,/players/h/hallmi01.html,230.0,2.3,0.378,0.9,7.4,0.484,3.6,0.77,3.1,2.4,117.0,10.4,1
1483,Drake University,6-5,Jeff Halliburton,G,/players/h/hallije01.html,193.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
1484,Texas Tech University,6-7,Darvin Ham,F,/players/h/hamda01.html,220.0,0.0,0.0,0.0,5.4,0.597,3.2,0.498,3.3,1.6,90.0,8.1,2
1485,University of Tennessee,7-0,Steve Hamer,C,/players/h/hamerst01.html,245.0,0.1,0.273,0.0,8.9,0.5579999999999999,5.0,0.6609999999999999,5.5,3.6,104.0,13.6,3
1486,Franklin College,6-0,Dale Hamilton,G-F,/players/h/hamilda01.html,180.0,3.1,0.355,1.2,11.0,0.477,5.2,0.7375,3.8,2.7,103.0,13.9,1
1487,University of Connecticut,6-7,Daniel Hamilton,G-F,/players/h/hamilda02.html,195.0,3.9,0.337,1.3,10.9,0.384,4.2,0.772,2.6,2.0,71.0,11.7,1
1488,Arizona State University,6-8,Dennis Hamilton,F,/players/h/hamilde01.html,210.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
1489,University of North Texas,5-10,Joe Hamilton,G,/players/h/hamiljo01.html,160.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
1490,University of Texas at Austin,6-7,Jordan Hamilton,G-F,/players/h/hamiljo02.html,220.0,5.6,0.377,2.1,12.2,0.43,5.2,0.71,2.7,1.9,70.0,14.5,1
1491,"Iowa State University, Louisiana State University",7-0,Justin Hamilton,C,/players/h/hamilju01.html,260.0,0.1,0.25,0.0,5.6,0.535,3.0,0.741,2.5,1.8,96.0,7.9,2
1492,Indiana University,6-1,Ralph Hamilton,G-F,/players/h/hamilra01.html,188.0,3.1,0.355,1.2,11.0,0.477,5.2,0.7375,3.8,2.7,103.0,13.9,1
1493,University of Connecticut,6-6,Richard Hamilton,G-F,/players/h/hamilri01.html,185.0,6.1,0.378,2.3,15.7,0.426,6.7,0.826,4.9,4.0,103.0,19.8,0
1494,"University of California, Los Angeles",6-2,Roy Hamilton,G,/players/h/hamilro01.html,180.0,3.8,0.366,1.4,9.7,0.519,5.0,0.685,3.6,2.5,108.0,12.5,1
1495,Morehead State University,6-6,Steve Hamilton,F-C,/players/h/hamilst01.html,190.0,0.1,0.28800000000000003,0.0,16.4,0.429,7.0,0.8170000000000001,7.4,6.0,55.0,20.1,0
1496,Mississippi State University,6-8,Tang Hamilton,F,/players/h/hamilta01.html,220.0,3.3,0.324,1.1,8.4,0.475,4.0,0.6890000000000001,2.3,1.6,123.0,10.6,1
1497,University of Pittsburgh,7-2,Thomas Hamilton,C,/players/h/hamilth01.html,330.0,0.0,0.25,0.0,7.4,0.5429999999999999,4.1,0.648,3.5,2.2,102.0,10.5,2
1498,St. John's University,6-11,Zendon Hamilton,C-F,/players/h/hamilze01.html,250.0,0.1,0.0,0.0,10.8,0.475,5.1,0.7040000000000001,8.0,5.6,114.0,15.9,3
1499,Louisiana State University,7-0,Geert Hammink,C,/players/h/hammige01.html,262.0,0.0,0.0,0.0,5.3,0.471,2.5,0.685,2.2,1.5,113.0,6.5,2
1500,University of Tulsa,6-5,Julian Hammond,F,/players/h/hammoju01.html,205.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
1501,Georgia Institute of Technology,6-9,Tom Hammonds,F,/players/h/hammoto01.html,215.0,0.0,0.333,0.0,12.2,0.5660000000000001,6.9,0.8009999999999999,3.8,3.0,123.0,16.9,3
1502,Purdue University,7-0,A.J. Hammons,C,/players/h/hammoaj01.html,260.0,0.2,0.261,0.0,8.6,0.539,4.6,0.69,4.0,2.7,132.0,12.1,3
1503,University of Houston,6-0,Joe Hamood,G,/players/h/hamoojo01.html,180.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
1504,University of Kansas,6-7,Darrin Hancock,G-F,/players/h/hancoda01.html,205.0,0.0,0.0,0.0,5.6,0.542,3.0,0.6579999999999999,2.2,1.5,34.0,7.5,2
1505,Western Michigan University,6-10,Ben Handlogten,C,/players/h/handlbe01.html,240.0,0.0,1.0,0.0,7.7,0.534,4.1,0.6409999999999999,3.8,2.4,109.0,10.7,3
1506,Oklahoma State University,6-1,Cecil Hankins,G,/players/h/hankice01.html,175.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
1507,University of Pennsylvania,6-8,Phil Hankinson,F,/players/h/hankiph01.html,195.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
1508,University of Southern California,6-7,Alex Hannum,F-C,/players/h/hannual01.html,210.0,0.1,0.28800000000000003,0.0,9.6,0.535,2.1,0.459,1.9,0.9,63.0,9.0,2
1509,Loyola University of Chicago,6-7,Don Hanrahan,F,/players/h/hanrado01.html,200.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
1510,Long Island University,6-2,Rollen Hans,G,/players/h/hansro01.html,210.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
1511,"Mississippi State University, University of Notre Dame",6-3,Ben Hansbrough,G,/players/h/hansbbe01.html,203.0,4.8,0.405,2.0,8.2,0.451,3.7,0.782,3.4,2.7,134.0,12.0,1
1512,University of North Carolina,6-9,Tyler Hansbrough,F,/players/h/hansbty01.html,250.0,0.3,0.316,0.1,12.3,0.536,6.6,0.7909999999999999,8.7,6.9,142.0,20.2,0
1513,University of Iowa,6-6,Bob Hansen,G,/players/h/hansebo01.html,190.0,0.6,0.5,0.3,8.5,0.471,4.0,0.721,3.1,2.3,111.0,10.3,1
1514,Louisiana State University,6-4,Glenn Hansen,G,/players/h/hansegl01.html,205.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
1515,University of Washington,6-10,Lars Hansen,C,/players/h/hansela01.html,225.0,0.0,0.25,0.0,7.4,0.5429999999999999,4.1,0.648,3.5,2.2,102.0,10.5,2
1516,"Utah Valley State College, Brigham Young University",6-6,Travis Hansen,G,/players/h/hansetr01.html,205.0,2.4,0.369,0.9,9.8,0.434,4.3,0.774,4.9,3.8,86.0,13.2,1
1517,University of Kentucky,6-8,Reggie Hanson,F,/players/h/hansore01.html,195.0,1.4,0.35,0.5,8.4,0.505,4.2,0.735,3.5,2.6,101.0,11.6,3
1518,University of Notre Dame,6-7,Bill Hanzlik,G-F,/players/h/hanzlbi01.html,185.0,3.1,0.355,1.2,4.3,0.5,2.1,0.765,2.1,1.6,109.0,5.9,2
1519,University of Notre Dame,6-8,Luke Harangody,F,/players/h/haranlu01.html,246.0,1.0,0.326,0.3,15.3,0.476,7.3,0.782,5.6,4.4,129.0,19.2,0
1520,University of Memphis,6-7,Anfernee Hardaway,G-F,/players/h/hardaan01.html,195.0,6.2,0.34600000000000003,2.2,15.2,0.456,6.9,0.7170000000000001,5.5,4.0,66.0,20.0,0
1521,University of Texas at El Paso,6-0,Tim Hardaway,G,/players/h/hardati01.html,175.0,2.0,0.35200000000000004,0.7,9.4,0.486,4.6,0.718,4.2,3.0,124.0,12.8,1
1522,University of Michigan,6-6,Tim Hardaway,G,/players/h/hardati02.html,205.0,5.5,0.343,1.9,11.6,0.425,4.9,0.7240000000000001,3.6,2.6,107.0,14.3,1
1523,Arizona State University,6-5,James Harden,G,/players/h/hardeja01.html,220.0,3.9,0.376,1.5,11.9,0.506,6.0,0.755,7.2,5.4,69.0,19.0,0
1524,Grambling State University,6-8,Charlie Hardnett,F-C,/players/h/hardnch01.html,225.0,0.1,0.28800000000000003,0.0,9.6,0.535,5.2,0.679,4.2,2.7,100.0,13.5,3
1525,University of Michigan,6-7,Alan Hardy,F,/players/h/hardyal01.html,195.0,0.9,0.333,0.3,6.4,0.481,3.1,0.639,1.1,0.7,112.0,6.9,2
1526,University of San Francisco,6-8,James Hardy,F-C,/players/h/hardyja01.html,220.0,0.1,0.28800000000000003,0.0,10.2,0.528,5.4,0.706,3.7,2.6,80.0,13.4,3
1527,University of New Mexico,6-9,Ira Harge,C,/players/h/hargeir01.html,225.0,0.0,0.25,0.0,7.4,0.5429999999999999,4.1,0.648,3.5,2.2,102.0,10.5,2
1528,University of Texas at Austin,6-2,John Hargis,G-F,/players/h/hargijo01.html,180.0,3.1,0.355,1.2,11.0,0.477,5.2,0.7375,3.8,2.7,103.0,13.9,1
1529,St. John's University,6-9,Maurice Harkless,F-G,/players/h/harklma01.html,215.0,2.5,0.215,0.5,13.3,0.452,6.0,0.6759999999999999,4.3,2.9,32.0,15.5,3
1530,Loyola University of Chicago,6-2,Jerry Harkness,G,/players/h/harknje01.html,175.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
1531,University of South Carolina,6-1,Skip Harlicka,G,/players/h/harlisk01.html,185.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
1532,University of Louisville,6-4,Jerome Harmon,G,/players/h/harmoje01.html,190.0,0.5,0.14300000000000002,0.1,11.4,0.556,6.4,0.735,2.7,2.0,31.0,14.7,3
1533,University of Illinois at Urbana-Champaign,6-4,Derek Harper,G,/players/h/harpede01.html,185.0,0.8,0.481,0.4,9.5,0.478,4.5,0.701,2.4,1.7,90.0,10.9,1
1534,University of Richmond,6-10,Justin Harper,F,/players/h/harpeju01.html,225.0,3.4,0.382,1.3,8.1,0.483,3.9,0.711,2.1,1.5,137.0,10.6,1
1535,North Park University,6-10,Mike Harper,C-F,/players/h/harpemi01.html,195.0,0.1,0.222,0.0,9.7,0.5455000000000001,5.15,0.6619999999999999,4.05,2.75,93.5,13.4,3
1536,Miami University,6-6,Ron Harper,G-F,/players/h/harpero01.html,185.0,3.1,0.355,1.2,15.1,0.534,8.1,0.642,5.7,3.7,120.0,19.8,0
1537,Georgia Institute of Technology,6-7,Matt Harpring,F,/players/h/harprma01.html,231.0,4.7,0.361,1.7,13.1,0.465,6.1,0.753,5.4,4.1,124.0,17.9,0
1538,University of Louisville,6-8,Montrezl Harrell,F-C,/players/h/harremo01.html,240.0,0.4,0.275,0.1,8.1,0.586,4.8,0.5329999999999999,3.6,1.9,112.0,11.6,2
1539,University of Kentucky,6-10,Josh Harrellson,C,/players/h/harrejo01.html,275.0,0.3,0.31,0.1,3.6,0.5489999999999999,2.0,0.649,1.0,0.6,94.0,4.7,2
1540,"North Carolina State University, Auburn University",6-5,Adam Harrington,G,/players/h/harriad01.html,200.0,6.1,0.35,2.1,10.2,0.391,4.0,0.731,3.2,2.4,91.0,12.5,1
1541,Wingate University,6-4,Junior Harrington,G,/players/h/harriju01.html,180.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
1542,Georgetown University,6-9,Othella Harrington,F-C,/players/h/harriot01.html,235.0,0.0,0.0,0.0,8.8,0.561,4.9,0.732,5.6,4.1,132.0,13.9,3
1543,Stanford University,6-4,Art Harris,G,/players/h/harriar01.html,185.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
1544,Virginia Commonwealth University,6-10,Bernie Harris,F,/players/h/harribe01.html,200.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
1545,Northern Illinois University,6-2,Billy Harris,G,/players/h/harribi01.html,185.0,3.8,0.366,1.4,17.9,0.482,8.6,0.4270000000000001,1.5,0.6,73.0,17.9,1
1546,Oklahoma State University,6-7,Bob Harris,F-C,/players/h/harribo01.html,195.0,0.1,0.28800000000000003,0.0,9.6,0.535,5.2,0.679,4.2,2.7,100.0,13.5,3
1547,University of Dayton,6-3,Chris Harris,G,/players/h/harrich01.html,190.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
1548,University of Wisconsin,6-3,Devin Harris,G,/players/h/harride01.html,192.0,5.2,0.375,1.9,10.2,0.447,4.6,0.778,4.8,3.8,96.0,14.8,1
1549,Gonzaga University,6-8,Elias Harris,F,/players/h/harriel01.html,239.0,1.6,0.35600000000000004,0.6,9.5,0.517,4.9,0.723,4.6,3.3,135.0,13.8,3
1550,Michigan State University,6-4,Gary Harris,G,/players/h/harriga01.html,210.0,5.6,0.376,2.1,11.4,0.44,5.0,0.7879999999999999,3.5,2.7,69.0,14.9,1
1551,University of Virginia,6-6,Joe Harris,G,/players/h/harrijo01.html,219.0,4.8,0.407,1.9,9.5,0.445,4.2,0.722,3.1,2.2,135.0,12.6,1
1552,"California State University, Long Beach",6-5,Lucious Harris,G,/players/h/harrilu01.html,190.0,4.8,0.362,1.7,13.9,0.458,6.4,0.727,6.2,4.5,122.0,19.0,0
1553,University of Michigan,6-5,Manny Harris,G,/players/h/harrima01.html,185.0,4.6,0.318,1.4,13.1,0.406,5.3,0.8270000000000001,6.0,4.9,98.0,17.0,0
1554,Rice University,6-6,Mike Harris,F,/players/h/harrimi01.html,240.0,0.8,0.385,0.3,10.7,0.602,6.5,0.731,4.6,3.4,121.0,16.6,3
1555,University of Tulsa,6-5,Steve Harris,G,/players/h/harrist01.html,195.0,3.8,0.366,1.4,13.5,0.5479999999999999,7.4,0.847,4.5,3.8,122.0,18.6,0
1556,Oklahoma State University,6-5,Terrel Harris,G,/players/h/harrite01.html,190.0,3.1,0.366,1.1,7.5,0.44,3.3,0.815,2.6,2.1,134.0,9.8,1
1557,University of Tennessee,6-9,Tobias Harris,F,/players/h/harrito02.html,235.0,2.2,0.303,0.7,11.8,0.46,5.4,0.753,5.0,3.8,34.0,15.3,3
1558,"Lamar University, University of New Orleans",6-3,Tony Harris,G,/players/h/harrito01.html,190.0,0.4,0.24,0.1,9.0,0.542,4.9,0.8140000000000001,4.9,4.0,83.0,13.8,3
1559,University of Kentucky,6-6,Aaron Harrison,G,/players/h/harriaa01.html,210.0,4.6,0.335,1.5,9.9,0.41,4.1,0.787,3.5,2.8,79.0,12.4,1
1560,University of Kentucky,6-6,Andrew Harrison,G,/players/h/harrian01.html,213.0,2.4,0.3670000000000001,0.9,7.6,0.3720000000000001,2.8,0.777,4.6,3.6,79.0,10.1,1
1561,University of Michigan,6-1,Bob Harrison,G,/players/h/harribo02.html,190.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
